,Dates,Temperature in celsius
47884,1931-02-08,19.91
47885,1931-02-09,14.4
47886,1931-02-10,11.02
47887,1931-02-11,18.35
47888,1931-02-12,18.0
47889,1931-02-13,19.05
47890,1931-02-14,19.77
47891,1931-02-15,17.69
47892,1931-02-16,15.94
47893,1931-02-17,15.2
47894,1931-02-18,19.07
47895,1931-02-19,19.61
47896,1931-02-20,18.66
47897,1931-02-21,16.38
47898,1931-02-22,12.4
47899,1931-02-23,13.09
47900,1931-02-24,16.3
47901,1931-02-25,18.79
47902,1931-02-26,15.56
47903,1931-02-27,16.44
47904,1931-02-28,15.82
47905,1931-03-01,21.28
47906,1931-03-02,23.37
47907,1931-03-03,25.89
47908,1931-03-04,24.72
47909,1931-03-05,28.44
47910,1931-03-06,27.24
47911,1931-03-07,18.35
47912,1931-03-08,20.29
47913,1931-03-09,19.5
47914,1931-03-10,19.29
47915,1931-03-11,19.08
47916,1931-03-12,25.87
47917,1931-03-13,26.83
47918,1931-03-14,28.88
47919,1931-03-15,23.47
47920,1931-03-16,22.94
47921,1931-03-17,26.73
47922,1931-03-18,19.22
47923,1931-03-19,21.52
47924,1931-03-20,18.2
47925,1931-03-21,25.17
47926,1931-03-22,18.3
47927,1931-03-23,18.31
47928,1931-03-24,27.09
47929,1931-03-25,24.43
47930,1931-03-26,22.78
47931,1931-03-27,18.79
47932,1931-03-28,22.11
47933,1931-03-29,19.03
47934,1931-03-30,24.38
47935,1931-03-31,21.86
47936,1931-04-01,23.89
47937,1931-04-02,23.16
47938,1931-04-03,31.05
47939,1931-04-04,33.33
47940,1931-04-05,33.67
47941,1931-04-06,34.99
47942,1931-04-07,30.91
47943,1931-04-08,23.07
47944,1931-04-09,23.79
47945,1931-04-10,25.68
47946,1931-04-11,27.73
47947,1931-04-12,29.07
47948,1931-04-13,24.86
47949,1931-04-14,30.85
47950,1931-04-15,24.37
47951,1931-04-16,33.29
47952,1931-04-17,34.66
47953,1931-04-18,24.99
47954,1931-04-19,23.25
47955,1931-04-20,29.65
47956,1931-04-21,23.42
47957,1931-04-22,27.76
47958,1931-04-23,32.87
47959,1931-04-24,32.91
47960,1931-04-25,31.91
47961,1931-04-26,33.56
47962,1931-04-27,31.81
47963,1931-04-28,31.8
47964,1931-04-29,29.17
47965,1931-04-30,34.54
47966,1931-05-01,34.21
47967,1931-05-02,40.04
47968,1931-05-03,39.07
47969,1931-05-04,40.19
47970,1931-05-05,36.54
47971,1931-05-06,35.16
47972,1931-05-07,40.72
47973,1931-05-08,35.9
47974,1931-05-09,43.0
47975,1931-05-10,35.75
47976,1931-05-11,35.19
47977,1931-05-12,38.35
47978,1931-05-13,41.75
47979,1931-05-14,39.13
47980,1931-05-15,43.03
47981,1931-05-16,35.0
47982,1931-05-17,38.94
47983,1931-05-18,35.38
47984,1931-05-19,39.85
47985,1931-05-20,45.45
47986,1931-05-21,43.11
47987,1931-05-22,41.52
47988,1931-05-23,37.02
47989,1931-05-24,37.2
47990,1931-05-25,43.07
47991,1931-05-26,40.3
47992,1931-05-27,45.81
47993,1931-05-28,41.8
47994,1931-05-29,37.27
47995,1931-05-30,45.5
47996,1931-05-31,35.95
47997,1931-06-01,44.88
47998,1931-06-02,44.06
47999,1931-06-03,40.63
48000,1931-06-04,45.27
48001,1931-06-05,46.36
48002,1931-06-06,39.88
48003,1931-06-07,41.71
48004,1931-06-08,39.08
48005,1931-06-09,36.49
48006,1931-06-10,40.52
48007,1931-06-11,42.8
48008,1931-06-12,43.32
48009,1931-06-13,41.97
48010,1931-06-14,43.72
48011,1931-06-15,46.75
48012,1931-06-16,44.67
48013,1931-06-17,46.26
48014,1931-06-18,42.17
48015,1931-06-19,44.14
48016,1931-06-20,43.19
48017,1931-06-21,43.73
48018,1931-06-22,41.3
48019,1931-06-23,35.1
48020,1931-06-24,42.74
48021,1931-06-25,43.03
48022,1931-06-26,41.23
48023,1931-06-27,39.72
48024,1931-06-28,37.47
48025,1931-06-29,38.45
48026,1931-06-30,35.02
48027,1931-07-01,35.49
48028,1931-07-02,36.45
48029,1931-07-03,36.98
48030,1931-07-04,32.25
48031,1931-07-05,38.11
48032,1931-07-06,37.79
48033,1931-07-07,35.86
48034,1931-07-08,38.5
48035,1931-07-09,35.91
48036,1931-07-10,35.78
48037,1931-07-11,35.98
48038,1931-07-12,37.17
48039,1931-07-13,37.55
48040,1931-07-14,32.84
48041,1931-07-15,36.22
48042,1931-07-16,37.16
48043,1931-07-17,35.57
48044,1931-07-18,38.85
48045,1931-07-19,35.36
48046,1931-07-20,36.74
48047,1931-07-21,32.45
48048,1931-07-22,35.38
48049,1931-07-23,35.26
48050,1931-07-24,35.75
48051,1931-07-25,37.17
48052,1931-07-26,35.0
48053,1931-07-27,32.73
48054,1931-07-28,38.03
48055,1931-07-29,34.63
48056,1931-07-30,36.84
48057,1931-07-31,36.08
48058,1931-08-01,37.83
48059,1931-08-02,28.14
48060,1931-08-03,35.78
48061,1931-08-04,37.11
48062,1931-08-05,31.93
48063,1931-08-06,35.93
48064,1931-08-07,30.14
48065,1931-08-08,29.34
48066,1931-08-09,28.05
48067,1931-08-10,31.25
48068,1931-08-11,31.27
48069,1931-08-12,30.6
48070,1931-08-13,32.91
48071,1931-08-14,29.58
48072,1931-08-15,34.6
48073,1931-08-16,32.91
48074,1931-08-17,37.95
48075,1931-08-18,32.24
48076,1931-08-19,35.58
48077,1931-08-20,29.62
48078,1931-08-21,37.45
48079,1931-08-22,36.99
48080,1931-08-23,37.82
48081,1931-08-24,37.67
48082,1931-08-25,37.76
48083,1931-08-26,36.3
48084,1931-08-27,32.49
48085,1931-08-28,28.2
48086,1931-08-29,33.6
48087,1931-08-30,34.37
48088,1931-08-31,33.72
48089,1931-09-01,30.66
48090,1931-09-02,28.47
48091,1931-09-03,33.93
48092,1931-09-04,25.11
48093,1931-09-05,27.95
48094,1931-09-06,29.66
48095,1931-09-07,26.7
48096,1931-09-08,27.65
48097,1931-09-09,30.62
48098,1931-09-10,25.19
48099,1931-09-11,31.76
48100,1931-09-12,25.44
48101,1931-09-13,28.84
48102,1931-09-14,25.77
48103,1931-09-15,30.89
48104,1931-09-16,31.93
48105,1931-09-17,30.83
48106,1931-09-18,30.47
48107,1931-09-19,31.19
48108,1931-09-20,31.07
48109,1931-09-21,29.24
48110,1931-09-22,32.07
48111,1931-09-23,27.44
48112,1931-09-24,29.34
48113,1931-09-25,28.41
48114,1931-09-26,30.76
48115,1931-09-27,33.03
48116,1931-09-28,25.68
48117,1931-09-29,25.51
48118,1931-09-30,26.67
48119,1931-10-01,29.01
48120,1931-10-02,28.54
48121,1931-10-03,32.88
48122,1931-10-04,25.88
48123,1931-10-05,24.99
48124,1931-10-06,22.05
48125,1931-10-07,22.33
48126,1931-10-08,23.78
48127,1931-10-09,28.18
48128,1931-10-10,27.99
48129,1931-10-11,31.86
48130,1931-10-12,29.93
48131,1931-10-13,30.56
48132,1931-10-14,22.63
48133,1931-10-15,26.72
48134,1931-10-16,24.51
48135,1931-10-17,31.91
48136,1931-10-18,21.53
48137,1931-10-19,23.78
48138,1931-10-20,32.71
48139,1931-10-21,32.03
48140,1931-10-22,22.08
48141,1931-10-23,24.05
48142,1931-10-24,32.53
48143,1931-10-25,30.56
48144,1931-10-26,22.7
48145,1931-10-27,21.93
48146,1931-10-28,22.55
48147,1931-10-29,27.87
48148,1931-10-30,23.0
48149,1931-10-31,32.68
48150,1931-11-01,19.53
48151,1931-11-02,18.6
48152,1931-11-03,16.46
48153,1931-11-04,17.94
48154,1931-11-05,17.8
48155,1931-11-06,16.32
48156,1931-11-07,17.6
48157,1931-11-08,18.42
48158,1931-11-09,20.13
48159,1931-11-10,21.27
48160,1931-11-11,22.42
48161,1931-11-12,16.98
48162,1931-11-13,17.61
48163,1931-11-14,20.45
48164,1931-11-15,23.02
48165,1931-11-16,18.12
48166,1931-11-17,14.33
48167,1931-11-18,14.17
48168,1931-11-19,16.31
48169,1931-11-20,17.38
48170,1931-11-21,20.78
48171,1931-11-22,23.45
48172,1931-11-23,15.76
48173,1931-11-24,16.99
48174,1931-11-25,15.39
48175,1931-11-26,14.63
48176,1931-11-27,22.1
48177,1931-11-28,19.61
48178,1931-11-29,22.65
48179,1931-11-30,18.1
48180,1931-12-01,12.07
48181,1931-12-02,10.55
48182,1931-12-03,8.04
48183,1931-12-04,8.65
48184,1931-12-05,11.64
48185,1931-12-06,13.21
48186,1931-12-07,9.17
48187,1931-12-08,13.52
48188,1931-12-09,15.73
48189,1931-12-10,10.32
48190,1931-12-11,10.32
48191,1931-12-12,15.55
48192,1931-12-13,10.57
48193,1931-12-14,13.26
48194,1931-12-15,10.64
48195,1931-12-16,8.58
48196,1931-12-17,9.18
48197,1931-12-18,13.74
48198,1931-12-19,9.38
48199,1931-12-20,16.02
48200,1931-12-21,10.0
48201,1931-12-22,11.97
48202,1931-12-23,13.95
48203,1931-12-24,8.97
48204,1931-12-25,14.36
48205,1931-12-26,13.17
48206,1931-12-27,9.0
48207,1931-12-28,16.1
48208,1931-12-29,16.45
48209,1931-12-30,14.08
48210,1931-12-31,10.9
48211,1932-01-01,10.67
48212,1932-01-02,10.38
48213,1932-01-03,13.16
48214,1932-01-04,9.28
48215,1932-01-05,10.98
48216,1932-01-06,9.84
48217,1932-01-07,11.3
48218,1932-01-08,9.17
48219,1932-01-09,13.24
48220,1932-01-10,10.45
48221,1932-01-11,8.46
48222,1932-01-12,10.56
48223,1932-01-13,9.68
48224,1932-01-14,11.32
48225,1932-01-15,8.32
48226,1932-01-16,8.43
48227,1932-01-17,11.71
48228,1932-01-18,12.23
48229,1932-01-19,10.08
48230,1932-01-20,13.82
48231,1932-01-21,9.83
48232,1932-01-22,8.75
48233,1932-01-23,10.6
48234,1932-01-24,10.49
48235,1932-01-25,12.83
48236,1932-01-26,8.49
48237,1932-01-27,11.74
48238,1932-01-28,11.08
48239,1932-01-29,11.9
48240,1932-01-30,8.6
48241,1932-01-31,9.5
48242,1932-02-01,16.58
48243,1932-02-02,16.47
48244,1932-02-03,17.18
48245,1932-02-04,14.27
48246,1932-02-05,13.84
48247,1932-02-06,16.02
48248,1932-02-07,12.17
48249,1932-02-08,11.27
48250,1932-02-09,15.56
48251,1932-02-10,14.52
48252,1932-02-11,13.3
48253,1932-02-12,12.67
48254,1932-02-13,19.79
48255,1932-02-14,19.26
48256,1932-02-15,14.7
48257,1932-02-16,16.45
48258,1932-02-17,18.13
48259,1932-02-18,15.82
48260,1932-02-19,14.95
48261,1932-02-20,17.42
48262,1932-02-21,17.62
48263,1932-02-22,17.14
48264,1932-02-23,18.95
48265,1932-02-24,11.09
48266,1932-02-25,18.08
48267,1932-02-26,14.67
48268,1932-02-27,19.78
48269,1932-02-28,11.28
48270,1932-02-29,16.22
48271,1932-03-01,18.48
48272,1932-03-02,22.73
48273,1932-03-03,20.18
48274,1932-03-04,25.15
48275,1932-03-05,25.23
48276,1932-03-06,22.51
48277,1932-03-07,27.91
48278,1932-03-08,18.37
48279,1932-03-09,17.37
48280,1932-03-10,18.76
48281,1932-03-11,19.59
48282,1932-03-12,26.79
48283,1932-03-13,18.63
48284,1932-03-14,27.78
48285,1932-03-15,27.4
48286,1932-03-16,17.59
48287,1932-03-17,21.49
48288,1932-03-18,20.22
48289,1932-03-19,27.92
48290,1932-03-20,22.12
48291,1932-03-21,17.69
48292,1932-03-22,26.41
48293,1932-03-23,28.5
48294,1932-03-24,22.15
48295,1932-03-25,28.08
48296,1932-03-26,21.93
48297,1932-03-27,20.26
48298,1932-03-28,17.71
48299,1932-03-29,23.57
48300,1932-03-30,25.73
48301,1932-03-31,25.64
48302,1932-04-01,29.95
48303,1932-04-02,23.26
48304,1932-04-03,30.52
48305,1932-04-04,30.68
48306,1932-04-05,34.63
48307,1932-04-06,27.21
48308,1932-04-07,24.4
48309,1932-04-08,24.87
48310,1932-04-09,34.15
48311,1932-04-10,26.73
48312,1932-04-11,26.9
48313,1932-04-12,29.81
48314,1932-04-13,23.51
48315,1932-04-14,31.1
48316,1932-04-15,33.08
48317,1932-04-16,33.54
48318,1932-04-17,23.28
48319,1932-04-18,26.78
48320,1932-04-19,32.16
48321,1932-04-20,31.86
48322,1932-04-21,32.5
48323,1932-04-22,30.34
48324,1932-04-23,24.09
48325,1932-04-24,24.54
48326,1932-04-25,26.74
48327,1932-04-26,33.2
48328,1932-04-27,23.35
48329,1932-04-28,31.73
48330,1932-04-29,24.66
48331,1932-04-30,26.18
48332,1932-05-01,40.7
48333,1932-05-02,36.38
48334,1932-05-03,35.47
48335,1932-05-04,35.93
48336,1932-05-05,37.1
48337,1932-05-06,35.12
48338,1932-05-07,35.43
48339,1932-05-08,37.83
48340,1932-05-09,39.04
48341,1932-05-10,41.76
48342,1932-05-11,40.87
48343,1932-05-12,43.35
48344,1932-05-13,36.52
48345,1932-05-14,38.38
48346,1932-05-15,35.01
48347,1932-05-16,43.36
48348,1932-05-17,45.66
48349,1932-05-18,34.8
48350,1932-05-19,38.52
48351,1932-05-20,37.45
48352,1932-05-21,36.77
48353,1932-05-22,39.9
48354,1932-05-23,34.17
48355,1932-05-24,45.62
48356,1932-05-25,38.35
48357,1932-05-26,40.81
48358,1932-05-27,36.93
48359,1932-05-28,37.41
48360,1932-05-29,38.88
48361,1932-05-30,40.37
48362,1932-05-31,44.15
48363,1932-06-01,35.46
48364,1932-06-02,46.19
48365,1932-06-03,43.96
48366,1932-06-04,43.58
48367,1932-06-05,43.27
48368,1932-06-06,38.67
48369,1932-06-07,44.21
48370,1932-06-08,35.74
48371,1932-06-09,40.71
48372,1932-06-10,39.08
48373,1932-06-11,45.81
48374,1932-06-12,40.09
48375,1932-06-13,36.88
48376,1932-06-14,46.7
48377,1932-06-15,38.89
48378,1932-06-16,46.64
48379,1932-06-17,44.2
48380,1932-06-18,40.67
48381,1932-06-19,35.16
48382,1932-06-20,39.78
48383,1932-06-21,40.85
48384,1932-06-22,45.72
48385,1932-06-23,42.42
48386,1932-06-24,45.46
48387,1932-06-25,45.22
48388,1932-06-26,35.48
48389,1932-06-27,46.47
48390,1932-06-28,40.93
48391,1932-06-29,44.52
48392,1932-06-30,44.48
48393,1932-07-01,36.63
48394,1932-07-02,36.67
48395,1932-07-03,38.04
48396,1932-07-04,32.27
48397,1932-07-05,33.49
48398,1932-07-06,38.89
48399,1932-07-07,34.63
48400,1932-07-08,34.95
48401,1932-07-09,35.45
48402,1932-07-10,33.75
48403,1932-07-11,34.1
48404,1932-07-12,38.9
48405,1932-07-13,34.76
48406,1932-07-14,35.65
48407,1932-07-15,34.12
48408,1932-07-16,33.07
48409,1932-07-17,36.98
48410,1932-07-18,33.92
48411,1932-07-19,38.49
48412,1932-07-20,32.9
48413,1932-07-21,34.27
48414,1932-07-22,32.43
48415,1932-07-23,33.52
48416,1932-07-24,32.32
48417,1932-07-25,35.0
48418,1932-07-26,33.32
48419,1932-07-27,33.27
48420,1932-07-28,38.78
48421,1932-07-29,38.95
48422,1932-07-30,34.33
48423,1932-07-31,32.9
48424,1932-08-01,33.4
48425,1932-08-02,32.79
48426,1932-08-03,32.23
48427,1932-08-04,33.33
48428,1932-08-05,28.52
48429,1932-08-06,37.93
48430,1932-08-07,34.21
48431,1932-08-08,34.96
48432,1932-08-09,37.36
48433,1932-08-10,36.56
48434,1932-08-11,33.07
48435,1932-08-12,28.11
48436,1932-08-13,28.58
48437,1932-08-14,31.23
48438,1932-08-15,34.02
48439,1932-08-16,30.51
48440,1932-08-17,33.81
48441,1932-08-18,31.27
48442,1932-08-19,32.41
48443,1932-08-20,32.12
48444,1932-08-21,35.15
48445,1932-08-22,30.79
48446,1932-08-23,36.32
48447,1932-08-24,37.67
48448,1932-08-25,33.44
48449,1932-08-26,29.78
48450,1932-08-27,36.98
48451,1932-08-28,31.19
48452,1932-08-29,37.5
48453,1932-08-30,30.65
48454,1932-08-31,29.13
48455,1932-09-01,31.99
48456,1932-09-02,27.98
48457,1932-09-03,31.33
48458,1932-09-04,29.54
48459,1932-09-05,30.82
48460,1932-09-06,29.93
48461,1932-09-07,33.94
48462,1932-09-08,33.14
48463,1932-09-09,33.42
48464,1932-09-10,29.76
48465,1932-09-11,26.51
48466,1932-09-12,27.71
48467,1932-09-13,32.55
48468,1932-09-14,31.15
48469,1932-09-15,33.11
48470,1932-09-16,32.42
48471,1932-09-17,30.64
48472,1932-09-18,31.61
48473,1932-09-19,28.13
48474,1932-09-20,27.03
48475,1932-09-21,32.73
48476,1932-09-22,28.57
48477,1932-09-23,32.97
48478,1932-09-24,25.9
48479,1932-09-25,32.4
48480,1932-09-26,27.28
48481,1932-09-27,33.63
48482,1932-09-28,25.6
48483,1932-09-29,30.86
48484,1932-09-30,27.9
48485,1932-10-01,30.79
48486,1932-10-02,31.48
48487,1932-10-03,32.48
48488,1932-10-04,28.0
48489,1932-10-05,27.93
48490,1932-10-06,32.86
48491,1932-10-07,29.8
48492,1932-10-08,23.52
48493,1932-10-09,27.17
48494,1932-10-10,25.51
48495,1932-10-11,30.99
48496,1932-10-12,28.64
48497,1932-10-13,31.31
48498,1932-10-14,24.63
48499,1932-10-15,22.33
48500,1932-10-16,27.81
48501,1932-10-17,21.28
48502,1932-10-18,24.97
48503,1932-10-19,22.44
48504,1932-10-20,24.67
48505,1932-10-21,22.43
48506,1932-10-22,25.89
48507,1932-10-23,27.22
48508,1932-10-24,30.82
48509,1932-10-25,25.67
48510,1932-10-26,28.04
48511,1932-10-27,28.15
48512,1932-10-28,25.4
48513,1932-10-29,25.48
48514,1932-10-30,29.79
48515,1932-10-31,23.23
48516,1932-11-01,21.55
48517,1932-11-02,23.69
48518,1932-11-03,17.04
48519,1932-11-04,20.53
48520,1932-11-05,16.89
48521,1932-11-06,23.44
48522,1932-11-07,20.23
48523,1932-11-08,19.12
48524,1932-11-09,22.88
48525,1932-11-10,18.79
48526,1932-11-11,22.8
48527,1932-11-12,21.96
48528,1932-11-13,17.04
48529,1932-11-14,14.26
48530,1932-11-15,20.92
48531,1932-11-16,15.21
48532,1932-11-17,18.09
48533,1932-11-18,20.96
48534,1932-11-19,21.14
48535,1932-11-20,22.42
48536,1932-11-21,15.77
48537,1932-11-22,14.61
48538,1932-11-23,22.29
48539,1932-11-24,15.68
48540,1932-11-25,22.39
48541,1932-11-26,19.36
48542,1932-11-27,17.18
48543,1932-11-28,15.16
48544,1932-11-29,20.95
48545,1932-11-30,19.67
48546,1932-12-01,9.19
48547,1932-12-02,10.37
48548,1932-12-03,9.83
48549,1932-12-04,8.03
48550,1932-12-05,13.51
48551,1932-12-06,10.39
48552,1932-12-07,13.96
48553,1932-12-08,8.48
48554,1932-12-09,12.36
48555,1932-12-10,13.75
48556,1932-12-11,13.48
48557,1932-12-12,13.38
48558,1932-12-13,8.46
48559,1932-12-14,15.34
48560,1932-12-15,16.11
48561,1932-12-16,9.64
48562,1932-12-17,16.44
48563,1932-12-18,15.31
48564,1932-12-19,11.11
48565,1932-12-20,8.12
48566,1932-12-21,10.18
48567,1932-12-22,8.53
48568,1932-12-23,10.92
48569,1932-12-24,11.29
48570,1932-12-25,8.67
48571,1932-12-26,10.25
48572,1932-12-27,11.49
48573,1932-12-28,9.41
48574,1932-12-29,13.09
48575,1932-12-30,10.64
48576,1932-12-31,15.88
48577,1933-01-01,8.27
48578,1933-01-02,11.7
48579,1933-01-03,10.7
48580,1933-01-04,13.1
48581,1933-01-05,13.66
48582,1933-01-06,13.58
48583,1933-01-07,8.71
48584,1933-01-08,12.17
48585,1933-01-09,13.74
48586,1933-01-10,9.09
48587,1933-01-11,12.97
48588,1933-01-12,9.34
48589,1933-01-13,9.92
48590,1933-01-14,12.8
48591,1933-01-15,8.45
48592,1933-01-16,11.81
48593,1933-01-17,12.14
48594,1933-01-18,8.89
48595,1933-01-19,13.3
48596,1933-01-20,12.74
48597,1933-01-21,9.67
48598,1933-01-22,10.87
48599,1933-01-23,8.57
48600,1933-01-24,13.33
48601,1933-01-25,8.05
48602,1933-01-26,8.57
48603,1933-01-27,13.25
48604,1933-01-28,11.2
48605,1933-01-29,10.77
48606,1933-01-30,13.31
48607,1933-01-31,12.65
48608,1933-02-01,14.42
48609,1933-02-02,17.66
48610,1933-02-03,19.83
48611,1933-02-04,18.03
48612,1933-02-05,14.65
48613,1933-02-06,19.8
48614,1933-02-07,13.6
48615,1933-02-08,17.54
48616,1933-02-09,14.44
48617,1933-02-10,12.32
48618,1933-02-11,13.26
48619,1933-02-12,11.0
48620,1933-02-13,14.11
48621,1933-02-14,12.06
48622,1933-02-15,18.29
48623,1933-02-16,14.9
48624,1933-02-17,15.54
48625,1933-02-18,14.41
48626,1933-02-19,14.69
48627,1933-02-20,14.3
48628,1933-02-21,11.47
48629,1933-02-22,13.5
48630,1933-02-23,14.59
48631,1933-02-24,12.84
48632,1933-02-25,14.42
48633,1933-02-26,14.85
48634,1933-02-27,19.37
48635,1933-02-28,11.08
48636,1933-03-01,18.34
48637,1933-03-02,17.22
48638,1933-03-03,22.54
48639,1933-03-04,23.98
48640,1933-03-05,23.82
48641,1933-03-06,21.2
48642,1933-03-07,19.63
48643,1933-03-08,20.3
48644,1933-03-09,20.37
48645,1933-03-10,23.91
48646,1933-03-11,18.28
48647,1933-03-12,18.36
48648,1933-03-13,26.43
48649,1933-03-14,24.03
48650,1933-03-15,23.73
48651,1933-03-16,24.74
48652,1933-03-17,17.88
48653,1933-03-18,18.53
48654,1933-03-19,18.33
48655,1933-03-20,22.16
48656,1933-03-21,21.84
48657,1933-03-22,21.98
48658,1933-03-23,24.1
48659,1933-03-24,26.64
48660,1933-03-25,19.51
48661,1933-03-26,22.77
48662,1933-03-27,28.37
48663,1933-03-28,28.43
48664,1933-03-29,18.34
48665,1933-03-30,24.09
48666,1933-03-31,26.01
48667,1933-04-01,27.71
48668,1933-04-02,23.29
48669,1933-04-03,30.47
48670,1933-04-04,34.87
48671,1933-04-05,29.25
48672,1933-04-06,27.14
48673,1933-04-07,31.41
48674,1933-04-08,29.07
48675,1933-04-09,23.25
48676,1933-04-10,27.85
48677,1933-04-11,30.86
48678,1933-04-12,27.53
48679,1933-04-13,24.59
48680,1933-04-14,33.69
48681,1933-04-15,25.0
48682,1933-04-16,27.37
48683,1933-04-17,31.58
48684,1933-04-18,30.05
48685,1933-04-19,27.95
48686,1933-04-20,29.89
48687,1933-04-21,24.39
48688,1933-04-22,23.74
48689,1933-04-23,24.46
48690,1933-04-24,33.26
48691,1933-04-25,28.32
48692,1933-04-26,29.06
48693,1933-04-27,28.53
48694,1933-04-28,31.43
48695,1933-04-29,31.52
48696,1933-04-30,26.3
48697,1933-05-01,39.04
48698,1933-05-02,38.65
48699,1933-05-03,41.87
48700,1933-05-04,34.39
48701,1933-05-05,41.68
48702,1933-05-06,44.03
48703,1933-05-07,42.64
48704,1933-05-08,41.67
48705,1933-05-09,34.01
48706,1933-05-10,39.7
48707,1933-05-11,43.83
48708,1933-05-12,37.52
48709,1933-05-13,45.48
48710,1933-05-14,44.45
48711,1933-05-15,38.28
48712,1933-05-16,36.7
48713,1933-05-17,37.46
48714,1933-05-18,45.62
48715,1933-05-19,40.87
48716,1933-05-20,38.18
48717,1933-05-21,43.38
48718,1933-05-22,38.65
48719,1933-05-23,39.56
48720,1933-05-24,34.23
48721,1933-05-25,44.86
48722,1933-05-26,44.26
48723,1933-05-27,41.38
48724,1933-05-28,42.98
48725,1933-05-29,34.75
48726,1933-05-30,38.32
48727,1933-05-31,39.17
48728,1933-06-01,44.52
48729,1933-06-02,43.12
48730,1933-06-03,39.73
48731,1933-06-04,35.24
48732,1933-06-05,38.4
48733,1933-06-06,35.89
48734,1933-06-07,37.97
48735,1933-06-08,39.96
48736,1933-06-09,45.52
48737,1933-06-10,38.09
48738,1933-06-11,42.41
48739,1933-06-12,40.59
48740,1933-06-13,36.35
48741,1933-06-14,45.74
48742,1933-06-15,42.86
48743,1933-06-16,41.99
48744,1933-06-17,44.94
48745,1933-06-18,39.55
48746,1933-06-19,41.52
48747,1933-06-20,45.08
48748,1933-06-21,35.14
48749,1933-06-22,45.0
48750,1933-06-23,44.91
48751,1933-06-24,36.32
48752,1933-06-25,35.06
48753,1933-06-26,35.12
48754,1933-06-27,39.25
48755,1933-06-28,40.72
48756,1933-06-29,43.43
48757,1933-06-30,46.57
48758,1933-07-01,38.03
48759,1933-07-02,32.76
48760,1933-07-03,32.92
48761,1933-07-04,35.21
48762,1933-07-05,35.26
48763,1933-07-06,38.36
48764,1933-07-07,35.38
48765,1933-07-08,37.16
48766,1933-07-09,33.25
48767,1933-07-10,32.23
48768,1933-07-11,36.35
48769,1933-07-12,36.29
48770,1933-07-13,36.79
48771,1933-07-14,33.6
48772,1933-07-15,32.45
48773,1933-07-16,37.81
48774,1933-07-17,37.72
48775,1933-07-18,32.77
48776,1933-07-19,38.07
48777,1933-07-20,35.21
48778,1933-07-21,35.4
48779,1933-07-22,35.68
48780,1933-07-23,36.24
48781,1933-07-24,35.32
48782,1933-07-25,38.76
48783,1933-07-26,33.15
48784,1933-07-27,37.6
48785,1933-07-28,35.25
48786,1933-07-29,34.18
48787,1933-07-30,34.28
48788,1933-07-31,35.81
48789,1933-08-01,28.97
48790,1933-08-02,30.29
48791,1933-08-03,37.13
48792,1933-08-04,36.18
48793,1933-08-05,32.25
48794,1933-08-06,36.51
48795,1933-08-07,36.37
48796,1933-08-08,33.69
48797,1933-08-09,37.08
48798,1933-08-10,33.59
48799,1933-08-11,36.3
48800,1933-08-12,28.81
48801,1933-08-13,32.05
48802,1933-08-14,30.68
48803,1933-08-15,28.03
48804,1933-08-16,34.6
48805,1933-08-17,37.35
48806,1933-08-18,28.84
48807,1933-08-19,31.23
48808,1933-08-20,28.59
48809,1933-08-21,32.56
48810,1933-08-22,37.44
48811,1933-08-23,28.04
48812,1933-08-24,34.92
48813,1933-08-25,36.24
48814,1933-08-26,28.04
48815,1933-08-27,37.34
48816,1933-08-28,30.44
48817,1933-08-29,28.35
48818,1933-08-30,30.58
48819,1933-08-31,33.61
48820,1933-09-01,26.77
48821,1933-09-02,29.85
48822,1933-09-03,31.08
48823,1933-09-04,27.11
48824,1933-09-05,26.29
48825,1933-09-06,29.97
48826,1933-09-07,26.52
48827,1933-09-08,32.82
48828,1933-09-09,30.98
48829,1933-09-10,33.11
48830,1933-09-11,25.85
48831,1933-09-12,32.06
48832,1933-09-13,27.38
48833,1933-09-14,27.17
48834,1933-09-15,32.2
48835,1933-09-16,32.14
48836,1933-09-17,25.2
48837,1933-09-18,29.18
48838,1933-09-19,31.97
48839,1933-09-20,31.69
48840,1933-09-21,27.69
48841,1933-09-22,27.82
48842,1933-09-23,32.65
48843,1933-09-24,29.76
48844,1933-09-25,25.87
48845,1933-09-26,26.18
48846,1933-09-27,32.81
48847,1933-09-28,29.95
48848,1933-09-29,28.26
48849,1933-09-30,29.22
48850,1933-10-01,29.33
48851,1933-10-02,24.16
48852,1933-10-03,32.15
48853,1933-10-04,31.1
48854,1933-10-05,28.05
48855,1933-10-06,32.52
48856,1933-10-07,28.85
48857,1933-10-08,24.76
48858,1933-10-09,28.43
48859,1933-10-10,22.01
48860,1933-10-11,24.52
48861,1933-10-12,29.78
48862,1933-10-13,22.63
48863,1933-10-14,30.09
48864,1933-10-15,26.99
48865,1933-10-16,21.06
48866,1933-10-17,26.92
48867,1933-10-18,25.04
48868,1933-10-19,28.0
48869,1933-10-20,22.38
48870,1933-10-21,23.54
48871,1933-10-22,28.07
48872,1933-10-23,30.01
48873,1933-10-24,25.2
48874,1933-10-25,24.23
48875,1933-10-26,23.02
48876,1933-10-27,27.67
48877,1933-10-28,25.73
48878,1933-10-29,24.55
48879,1933-10-30,26.69
48880,1933-10-31,31.96
48881,1933-11-01,14.41
48882,1933-11-02,16.26
